Ligand	Receptor
Avp	Gprc6a
Avp	P2ry10
Avp	Htr2a
Avp	Casr
Avp	Mill1
Avp	Mill2
Avp	Gna11
Avp	Cckbr
Avp	App
Azgp1	Itgav
Azgp1	Efemp1
B2m	Hfe
B2m	Hfe
B2m	Hfe
B2m	Hfe
B2m	Hfe
B2m	Hfe
B2m	Hfe
B2m	Hfe
B2m	Cd8a
B2m	4922502D21Rik
B2m	Klre1
B2m	Klri1
B2m	Klri2
B2m	Gm156
B2m	Syk
B2m	Hfe
B2m	Fcgrt
B2m	Fcgrt
B2m	Fcgrt
B2m	Fcgrt
B2m	Canx
B2m	Btk
B2m	Kir3dl1
B2m	Kir3dl2
B2m	Grb2
B2m	Grb2
B2m	Grb2
B2m	Tyrobp
B2m	Tfrc
B2m	Tfrc
B2m	Cd244a
B2m	Cd3d
B2m	Cd8a
B2m	Cd1d2
B2m	Cd1d1
B2m	Cd8a
B2m	Cd1d2
B2m	Cd1d1
B2m	Cd1d2
B2m	Cd1d1
B2m	Cd1d2
B2m	Cd1d1
B2m	Cd1d2
B2m	Cd1d1
B2m	Bcap31
B2m	Cd160
B2m	Klrd1
B2m	Mr1
Bcan	Gpc1
Bcan	Gpc2
Bcan	Gm43720
Bcan	Agrn
Bche	Ltbp1
Bche	Colq
Bdnf	Ntrk2
Bdnf	Rhou
Bdnf	Sort1
Bdnf	Sort1
Bdnf	Sort1
Bdnf	Ntrk2
Bdnf	Ntrk2
Bdnf	Ntrk2
Bdnf	App
Bgn	App
Bgn	App
Bgn	Sdc1
Bgn	Gpc5
Bgn	Jph3
Bgn	Sdc2
Bgn	Agrn
Bgn	Sdc4
Bgn	Gpc1
Bgn	Gpc2
Bgn	Gm43720
Bgn	Dag1
Bmp1	Abca1
Bmp1	Adra1a
Bmp1	Adra1a
Bmp1	Adra1a
Bmp1	Adra1a
Bmp1	Gem
Bmp10	Acvr2b
Bmp10	Bmpr2
Bmp2	Bmpr2
Bmp2	Bmpr2
Bmp2	Bmpr2
Bmp2	Bmpr2
Bmp2	Bmpr2
Bmp2	Bmpr2
Bmp2	Rgmb
Bmp2	Bmpr2
Bmp2	Acvr2b
Bmp2	Acvr2b
Bmp2	Acvr2b
Bmp2	Acvr2b
Bmp2	Rgma
Bmp2	Tgfbr3
Bmp4	Bmpr2
Bmp4	Zfyve9
Bmp4	Zfyve9
Bmp4	Bmpr2
Bmp4	Bmpr2
Bmp4	Bmpr2
Bmp4	Zfyve9
Bmp4	Bmpr2
Bmp6	Acvr2b
Bmp6	Bmpr2
Bola1	Plscr1
Bola1	Plscr2
Bola1	1700057G04Rik
Bpifa2	Agtrap
Bpifa2	Agtrap
Bpifa2	Agtrap
Bst1	Bst1
Bst1	Bst1
Bst1	Bst1
Bst1	Bst1
Btc	Kras
Btc	Grb2
Btc	Erbb2
Btc	Erbb2
Btc	Shc1
Btc	Nrg2
Btc	Egfr
Btc	Egfr
Btc	Egfr
Btc	Egfr
Btc	Erbb4
Btc	Erbb4
Btla	Tnfrsf14
Btla	Tnfrsf14
Btla	Tnfrsf14
Btla	Ptpn6
Btla	Btla
Btla	Btla
Btla	Tnfrsf14
Myg1	Agtrap
Myg1	Agtrap
2410131K14Rik	Htra1
2410131K14Rik	Canx
2410131K14Rik	Plscr1
2410131K14Rik	Plscr2
2410131K14Rik	1700057G04Rik
4931414P19Rik	App
BC055324	Agtr1a
BC055324	Agtr1b
BC055324	Tnfrsf1a
C1qa	Cd93
C1qa	Cr1l
C1qa	Nlgn3
C1qb	Eda2r
C1qbp	Gp9
C1qbp	Adrb2
C1qbp	Tnfrsf1b
C1qbp	Tnfrsf1b
C1qbp	Phb2
C1qbp	Grk5
C1qbp	Cdh1
C1qbp	Erbb3
C1qbp	Scarf1
C1qbp	Scarf1
C1qbp	Gp1bb
C1qbp	Gp1ba
C1qbp	Cul5
C1qbp	Vtn
C1ql1	Notch3
C1ql1	Ykt6
C1ql4	Pag1
C1ql4	Yes1
C1ql4	Chrna3
C1ql4	Gng5
C1ql4	Gm4356
C1ql4	Src
C1ql4	Htr3a
C1qtnf1	Avpr2
C1qtnf1	Avpr2
C1qtnf1	Cacna1a
C1qtnf1	Avpr2
C1qtnf5	Mfrp
C1qtnf9	Adipoq
C1ra	Fcnb
C1rb	Fcnb
C1s2	Fcnb
C1s1	Fcnb
1700066M21Rik	Sort1
C3	Cr2
C3	Cr2
C3	Cr2
C3	Cr2
C3	Cr2
C3	Htr1b
C3	Oprk1
C3	P2ry4
C3	Lpar1
C3	Tas2r139
C3	Tas2r115
C3	Tas2r117
C3	Tas2r123
C3	Tas2r116
C3	Tas2r110
C3	Tas2r113
C3	Tas2r125
C3	Tas2r129
C3	Tas2r109
C3	Tas2r103
C3	Tas2r140
C3	Hrh4
C3	Tas2r108
C3	Cxcl16
C3	P2ry14
C3	S1pr5
C3	Npy1r
C3	App
C3	Cfi
C3	Cd46
C3	Gm49368
C3	Itgam
C3	Cfi
C3	C5ar1
C3	Cnr1
C3	Agtr1a
C3	Agtr1b
C3	Npy2r
C3	S1pr2
C3	Grm8
C3	P2ry13
C3	Tas2r126
C3	Sstr1
C3	Hcar2
C3	Lpar3
C3	Tas2r138
C3	Mchr1
C3	Grm3
C3	Tas2r120
C3	Tas2r136
C3	S1pr3
C3	Oprm1
C3	Gabbr2
C3	Tas2r130
C3	Sstr4
C3	P2ry12
C3	Grm7
C3	Ackr3
C3	Cxcr6
C3	Ccr7
C3	Sstr3
C3	Ccr1
C3	Ccr1l1
C3	Bdkrb2
C3	Adora2b
C3	Ptger3
C3	Htr5a
C3	Htr1f
C3	Npy
C3	Adra2b
C3	Drd4
C3	Fpr3
C3	Fpr2
C3	Gng2
C3	Hcar1
C3	S1pr4
C3	Ccr9
C3	Bdkrb1
C3	Adcy6
C3	Ptgdr2
C3	Ccr10
C3	Cd46
C3	Cd46
C3	Cd46
C3	Grm2
C3	Cd46
C3	Cd46
C3	Galr2
C3	Cd19
C3	Agtr2
C3	Cxcr2
C3	Drd2
C3	Gna12
C3	Tas2r119
C3	Cd46
C3	Adra2a
C3	Aplnr
C3	Cr1l
C3	Lrp1
C3	Cr1l
C3	Oxgr1
C3	Fpr-rs4
C3	Fpr-rs7
C3	Fpr-rs6
C3	Fpr-rs3
C3	Cr1l
C3	Ccr8
C3	Nmur1
C3	Tas2r137
C3	Gabbr1
C3	Drd3
C3	Cxcr5
C3	Gpr17
C3	Npy5r
C3	Gpr55
C3	Rxfp4
C3	S1pr1
C3	Chrm2
C3	Chrm4
C3	Casr
C3	Tas2r107
C3	Tas2r106
C3	Tas2r104
C3	Tas2r105
C3	Tas2r114
C3	Tas2r135
C3	Cd81
C3	Ccr2
C3	Sstr5
C3	Mtnr1b
C3	Tas2r118
C3	Grm6
C3	Adcy7
C3	Npbwr1
C3	Adcy3
C3	Fpr1
C3	Oprl1
C3	Sucnr1
C3	Ccr4
C3	Itgax
C3	Itgb2l
C3	Itgb2
C3	Itgax
C3	Cr1l
C3	C3ar1
C3	Itgax
C3	Itgax
C3	Adcy1
C3	Htr1a
C3	Gper1
C3	C3ar1
C3	Grm4
C3	Hrh3
C3	Lpar2
C3	Lpar5
C3	Gpr18
C3	Tas2r121
C3	Tas2r124
C3	Tas2r102
C3	Cnr2
C3	Gna13
C3	Ccr3
C3	C5ar2
C3	Itgb2l
C3	Itgb2
C3	Itgb2l
C3	Itgb2
C3	C5ar2
C3	Ccr6
C3	Galr3
C3	Sstr2
C3	Adcy5
C3	Cxcr3
C3	Adra2c
C3	Adcy9
C3	Ccr5
C3	Npy4r
C4b	Cd46
C4b	Cr1l
C4b	Cr1l
C4b	C5ar1
C4b	Cd46
C4b	Cd46
C4b	Cd55b
C4b	Cd55
C4b	Cfi
C4bp	Fxyd6
C4bp	Fxyd6
C4bp	Bmpr2
C4bp	Lrp1
Hc	Agtr2
AI182371	Agtr2
Hc	Gper1
AI182371	Gper1
Hc	Tas2r139
AI182371	Tas2r139
Hc	Npy
AI182371	Npy
Hc	Drd4
AI182371	Drd4
Hc	Sstr1
AI182371	Sstr1
Hc	Tas2r108
AI182371	Tas2r108
Hc	Lpar2
AI182371	Lpar2
Hc	Tas2r138
AI182371	Tas2r138
Hc	Grm3
AI182371	Grm3
Hc	Tas2r119
AI182371	Tas2r119
Hc	Lpar5
AI182371	Lpar5
Hc	Tas2r130
AI182371	Tas2r130
Hc	Adcy6
AI182371	Adcy6
Hc	Grm7
AI182371	Grm7
Hc	Cd59b
Hc	Cd59a
AI182371	Cd59b
AI182371	Cd59a
Hc	Ccr6
AI182371	Ccr6
Hc	Ccr1
Hc	Ccr1l1
AI182371	Ccr1
AI182371	Ccr1l1
Hc	Agtr1a
Hc	Agtr1b
AI182371	Agtr1a
AI182371	Agtr1b
Hc	Fpr3
Hc	Fpr2
AI182371	Fpr3
AI182371	Fpr2
Hc	Tas2r120
Hc	Tas2r136
AI182371	Tas2r120
AI182371	Tas2r136
Hc	Grm2
AI182371	Grm2
Hc	Npbwr1
AI182371	Npbwr1
Hc	Adcy5
AI182371	Adcy5
Hc	Adcy9
AI182371	Adcy9
Hc	Oprl1
AI182371	Oprl1
Hc	Gna13
AI182371	Gna13
Hc	Cxcr6
AI182371	Cxcr6
Hc	C5ar1
AI182371	C5ar1
Hc	C5ar1
AI182371	C5ar1
Hc	C5ar1
AI182371	C5ar1
Hc	Fpr-rs4
Hc	Fpr-rs7
Hc	Fpr-rs6
Hc	Fpr-rs3
AI182371	Fpr-rs4
AI182371	Fpr-rs7
AI182371	Fpr-rs6
AI182371	Fpr-rs3
Hc	P2ry4
AI182371	P2ry4
Hc	Grm6
AI182371	Grm6
Hc	Hrh4
AI182371	Hrh4
Hc	Cxcr2
AI182371	Cxcr2
Hc	Hrh3
AI182371	Hrh3
Hc	S1pr4
AI182371	S1pr4
Hc	Adcy7
AI182371	Adcy7
Hc	S1pr3
AI182371	S1pr3
Hc	P2ry12
AI182371	P2ry12
Hc	Adcy3
AI182371	Adcy3
Hc	Gabbr2
AI182371	Gabbr2
Hc	Adra2c
AI182371	Adra2c
Hc	Gpr18
AI182371	Gpr18
Hc	Adra2a
AI182371	Adra2a
Hc	Adora2b
AI182371	Adora2b
Hc	Htr1f
AI182371	Htr1f
Hc	Bdkrb2
AI182371	Bdkrb2
Hc	Oprk1
AI182371	Oprk1
Hc	Drd2
AI182371	Drd2
Hc	Ptger3
AI182371	Ptger3
Hc	Tas2r115
Hc	Tas2r117
Hc	Tas2r123
Hc	Tas2r116
Hc	Tas2r110
Hc	Tas2r113
Hc	Tas2r125
Hc	Tas2r129
Hc	Tas2r109
Hc	Tas2r103
Hc	Tas2r140
AI182371	Tas2r115
AI182371	Tas2r117
AI182371	Tas2r123
AI182371	Tas2r116
AI182371	Tas2r110
AI182371	Tas2r113
AI182371	Tas2r125
AI182371	Tas2r129
AI182371	Tas2r109
AI182371	Tas2r103
AI182371	Tas2r140
Hc	Bdkrb1
AI182371	Bdkrb1
Hc	Ackr3
AI182371	Ackr3
Hc	Npy1r
AI182371	Npy1r
Hc	S1pr1
AI182371	S1pr1
Hc	Ccr10
AI182371	Ccr10
Hc	Ccr7
AI182371	Ccr7
Hc	Ccr8
AI182371	Ccr8
Hc	Casr
AI182371	Casr
Hc	Tas2r107
Hc	Tas2r106
Hc	Tas2r104
Hc	Tas2r105
Hc	Tas2r114
AI182371	Tas2r107
AI182371	Tas2r106
AI182371	Tas2r104
AI182371	Tas2r105
AI182371	Tas2r114
Hc	Tas2r126
AI182371	Tas2r126
Hc	Lpar3
AI182371	Lpar3
Hc	P2ry14
AI182371	P2ry14
Hc	Tas2r137
AI182371	Tas2r137
Hc	Npy5r
AI182371	Npy5r
Hc	Gpr55
AI182371	Gpr55
Hc	App
AI182371	App
Hc	Sstr3
AI182371	Sstr3
Hc	Gna12
AI182371	Gna12
Hc	Adra2b
AI182371	Adra2b
Hc	Chrm2
AI182371	Chrm2
Hc	Chrm4
AI182371	Chrm4
Hc	Tas2r118
AI182371	Tas2r118
Hc	Grm8
AI182371	Grm8
Hc	Npy2r
AI182371	Npy2r
Hc	Cxcl16
AI182371	Cxcl16
Hc	Mchr1
AI182371	Mchr1
Hc	Ccr9
AI182371	Ccr9
Hc	Nmur1
AI182371	Nmur1
Hc	Ccr4
AI182371	Ccr4
Hc	Ccr5
AI182371	Ccr5
Hc	Cnr2
AI182371	Cnr2
Hc	Galr2
AI182371	Galr2
Hc	C5ar1
AI182371	C5ar1
Hc	P2ry13
AI182371	P2ry13
Hc	Ccr3
AI182371	Ccr3
Hc	Mtnr1b
AI182371	Mtnr1b
Hc	Grm4
AI182371	Grm4
Hc	Cxcr3
AI182371	Cxcr3
Hc	S1pr5
AI182371	S1pr5
Hc	Cxcr5
AI182371	Cxcr5
Hc	Fpr1
AI182371	Fpr1
Hc	Cnr1
AI182371	Cnr1
Hc	Htr1b
AI182371	Htr1b
Hc	Lpar1
AI182371	Lpar1
Hc	Oxgr1
AI182371	Oxgr1
Hc	Ccr2
AI182371	Ccr2
Hc	Sstr5
AI182371	Sstr5
Hc	Hcar2
AI182371	Hcar2
Hc	Drd3
AI182371	Drd3
Hc	Gabbr1
AI182371	Gabbr1
Hc	C8a
AI182371	C8a
Hc	Oprm1
AI182371	Oprm1
Hc	Rxfp4
AI182371	Rxfp4
Hc	Aplnr
AI182371	Aplnr
Hc	Npy4r
AI182371	Npy4r
C6	Cd59b
C6	Cd59a
C6	Grb2
C6	C8a
1600012H06Rik	Cd55b
1600012H06Rik	Cd55
1600012H06Rik	Ntrk3
1600012H06Rik	Srprb
1600012H06Rik	Adam2
1600012H06Rik	Egfr
C7	Cd59b
C7	Cd59a
C7	C8a
C7	Vtn
C8b	C8a
C8b	C8a
C8b	Cd59b
C8b	Cd59a
C8g	C8a
C8g	C8a
C8g	C8a
C8g	Cd59b
C8g	Cd59a
C9	Cd59b
C9	Cd59a
C9	Cd59b
C9	Cd59a
C9	Cd59b
C9	Cd59a
C9	Apoe
C9	C8a
C9	C8a
C9	C8a
C9	C8a
Car6	Fcgrt
Calca	Avpr2
Calca	Calcr
Calca	Mc5r
Calca	Pth1r
Calca	Mc4r
Calca	Crhr1
Calca	Hrh2
Calca	Gcgr
Calca	Gnas
Calca	Calcr
Calca	Calcr
Calca	Atp2b4
Calca	Ptgir
Calca	Adcy9
Calca	Gipr
Calca	Pth2r
Calca	Adora2b
Calca	Drd5
Calca	Calcrl
Calca	Sctr
Calca	Gpbar1
Calca	Adrb1
Calca	Tshr
Calca	Adcy6
Calca	Adcy3
Calca	Mc1r
Calca	Rxfp2
Calca	Npsr1
Calca	Lhcgr
Calcb	Adcy3
Calcb	Pth1r
Calcb	Drd5
Calcb	Mc5r
Calcb	Avpr2
Calcb	Gnas
Calr	Canx
Calr	Nr3c1
Calr	Kcnh2
Calr	Itga2b
Calr	Canx
Calr	Grk5
Calr	Lpl
Calr	Lpl
Calr	Gabarap
Calr	Itga3
Calr	Msn
Calr	Ar
Calr	App
Calr	Il7r
Calr	Il7r
Calr	Eno2
Calr	Nr3c1
Calr	Cd40
Calr	Cd40
Calr	Scarf1
Calr	Cd40
Calr	Lrp1
Calr	Ptpro
Calr	Slc6a4
Calr	Lrp1
Calr	Slc6a4
Calr	Itga3
Calr	Itga3
Calr	Cd40
Calr	Cd1d2
Calr	Cd1d1
Calr	Scarf1
Calr	Cd1d2
Calr	Cd1d1
Calr	Egfr
Calr	Ntm
Calr	App
Calr	Ptprn
Calr	App
Calr	Tshr
Calr	App
Calr	App
Calr	Bcap31
Calu	Egfr
Camp	P2rx7
Camp	P2rx7
Cbln4	Nrxn3
Cck	Agtr2
Cck	Gna11
Cck	Cckbr
Cck	Cckbr
Cck	Cckbr
Cck	Casr
Cck	Htr2a
Cck	Fpr3
Cck	Fpr2
Cck	Grm4
Cck	Tacr3
Cck	Lpar1
Cck	Ntsr1
Cck	Bdkrb1
Cck	P2ry2
Cck	Gpr4
Cck	Nmbr
Cck	Tacr2
Cck	Kiss1r
Ccl11	Ackr2
Ccl11	Ackr2
Ccl11	Ackr2
Ccl11	Ccr3
Ccl11	Ccr3
Ccl11	Ccr5
Ccl11	Ccr3
Ccl11	Ccr5
Ccl11	Ccr5
Ccl11	Ccr3
Ccl11	Ccr3
Ccl11	Ccr5
Ccl9	Ccr1
Ccl9	Ccr1l1
Ccl6	Ccr1
Ccl6	Ccr1l1
Ccl9	Ccr1
Ccl9	Ccr1l1
Ccl6	Ccr1
Ccl6	Ccr1l1
Ccl9	Ccr3
Ccl6	Ccr3
Ccl9	Ccr3
Ccl6	Ccr3
Ccl9	Ccr3
Ccl6	Ccr3
Ccl9	Ccr1
Ccl9	Ccr1l1
Ccl6	Ccr1
Ccl6	Ccr1l1
Ccl17	Vcam1
Ccl17	Vcam1
Ccl17	Vcam1
Ccl17	Vcam1
Ccl17	Ackr2
Ccl17	Ccr8
Ccl17	Ccr8
Ccl17	Ccr8
Ccl17	Ccr4
Ccl17	Ccr4
Ccl17	Ccr4
Ccl17	Ccr4
Ccl19	Ccr1
Ccl19	Ccr1l1
Ccl19	Bdkrb2
Ccl19	Cnr1
Ccl19	Fpr3
Ccl19	Fpr2
Ccl19	Ccr3
Ccl19	Tas2r107
Ccl19	Tas2r106
Ccl19	Tas2r104
Ccl19	Tas2r105
Ccl19	Tas2r114
Ccl19	Adcy9
Ccl19	Hcar2
Ccl19	Adra2c
Ccl19	Tas2r120
Ccl19	Tas2r136
Ccl19	Chrm4
Ccl19	Ccr7
Ccl19	Ccr7
Ccl19	Ccr7
Ccl19	Ccr7
Ccl19	Ccr7
Ccl19	Ccr8
Ccl19	Hrh3
Ccl19	Ackr3
Ccl19	Bdkrb1
Ccl19	Cnr2
Ccl19	Oprm1
Ccl19	Sstr5
Ccl19	Drd4
Ccl19	Ccr7
Ccl19	Grm6
Ccl19	Adra2b
Ccl19	Ackr2
Ccl19	Oprl1
Ccl19	Grm3
Ccl19	Fpr1
Ccl19	Gna13
Ccl19	Ccr5
Ccl19	Tas2r126
Ccl19	Cxcr2
Ccl19	C5ar1
Ccl19	Npy
Ccl19	Htr1f
Ccl19	Grm2
Ccl19	Adcy3
Ccl19	Hrh4
Ccl19	Sstr3
Ccl19	Drd3
Ccl19	Npy2r
Ccl19	Tas2r137
Ccl19	Tas2r119
Ccl19	Nmur1
Ccl19	Ccr10
Ccl19	Ccr10
Ccl19	Ccr10
Ccl19	Agtr2
Ccl19	Drd2
Ccl19	Grm4
Ccl19	Gpr18
Ccl19	Gabbr2
Ccl19	Npy1r
Ccl19	Adra2a
Ccl19	Ccr10
Ccl19	Ccr4
Ccl19	P2ry13
Ccl19	Cxcr5
Ccl19	Rxfp4
Ccl19	Agtr1a
Ccl19	Agtr1b
Ccl19	Chrm2
Ccl19	Lpar2
Ccl19	Cxcl16
Ccl19	Ccr9
Ccl19	Oxgr1
Ccl19	Tas2r130
Ccl19	Tas2r108
Ccl19	Mtnr1b
Ccl19	Gper1
Ccl19	P2ry14
Ccl19	Casr
Ccl19	Lpar1
Ccl19	P2ry12
Ccl19	Gna12
Ccl19	Ptger3
Ccl19	Tas2r139
Ccl19	Adcy6
Ccl19	Adora2b
Ccl19	Grm8
Ccl19	Npbwr1
Ccl19	Npy5r
Ccl19	Fpr-rs4
Ccl19	Fpr-rs7
Ccl19	Fpr-rs6
Ccl19	Fpr-rs3
Ccl19	Oprk1
Ccl19	Galr2
Ccl19	Tas2r118
Ccl19	S1pr5
Ccl19	Tas2r115
Ccl19	Tas2r117
Ccl19	Tas2r123
Ccl19	Tas2r116
Ccl19	Tas2r110
Ccl19	Tas2r113
Ccl19	Tas2r125
Ccl19	Tas2r129
Ccl19	Tas2r109
Ccl19	Tas2r103
Ccl19	Tas2r140
Ccl19	Lpar5
Ccl19	Gpr55
Ccl19	S1pr4
Ccl19	Npy4r
Ccl19	Gabbr1
Ccl2	Ackr2
Ccl2	Ackr2
Ccl2	Ackr2
Ccl2	Ccr5
Ccl2	Ccr5
Ccl2	Ccr5
Ccl2	Ccr5
Ccl2	Ccr1
Ccl2	Ccr1l1
Ccl2	Ccr1
Ccl2	Ccr1l1
Ccl2	Ccr1
Ccl2	Ccr1l1
Ccl2	Ccr1
Ccl2	Ccr1l1
Ccl20	Tas2r107
Ccl20	Tas2r106
Ccl20	Tas2r104
Ccl20	Tas2r105
Ccl20	Tas2r114
Ccl20	Agtr2
Ccl20	Fpr1
Ccl20	Cnr2
Ccl20	Ccr6
Ccl20	P2ry13
Ccl20	Sstr3
Ccl20	Sstr5
Ccl20	Drd3
Ccl20	Tas2r119
Ccl20	S1pr5
Ccl20	Galr2
Ccl20	Gna13
Ccl20	Adora2b
Ccl20	Ccr1
Ccl20	Ccr1l1
Ccl20	Agtr1a
Ccl20	Agtr1b
Ccl20	Npy1r
Ccl20	Fpr3
Ccl20	Fpr2
Ccl20	Grm4
Ccl20	Ccr8
Ccl20	Ackr3
Ccl20	Rxfp4
Ccl20	Gna12
Ccl20	P2ry12
Ccl20	Npbwr1
Ccl20	Tas2r120
Ccl20	Tas2r136
Ccl20	Hcar2
Ccl20	Bdkrb1
Ccl20	Tas2r108
Ccl20	Ccr7
Ccl20	Gper1
Ccl20	Grm8
Ccl20	Cnr1
Ccl20	Casr
Ccl20	Gpr18
Ccl20	Grm2
Ccl20	Cxcl16
Ccl20	Gpr55
Ccl20	S1pr4
Ccl20	Npy5r
Ccl20	Oprm1
Ccl20	Ccr10
Ccl20	Npy2r
Ccl20	Htr1f
Ccl20	Gabbr2
Ccl20	Adra2b
Ccl20	Tas2r137
Ccl20	Oxgr1
Ccl20	Tas2r126
Ccl20	Mtnr1b
Ccl20	Ccr5
Ccl20	Adcy9
Ccl20	Drd4
Ccl20	Lpar1
Ccl20	Ccr3
Ccl20	Adcy3
Ccl20	Fpr-rs4
Ccl20	Fpr-rs7
Ccl20	Fpr-rs6
Ccl20	Fpr-rs3
Ccl20	Npy4r
Ccl20	Npy
Gm21541	Npy2r
Gm13304	Npy2r
Ccl21b	Npy2r
Gm10591	Npy2r
Ccl21a	Npy2r
Ccl21c	Npy2r
Gm21541	Cxcl16
Gm13304	Cxcl16
Ccl21b	Cxcl16
Gm10591	Cxcl16
Ccl21a	Cxcl16
Ccl21c	Cxcl16
Gm21541	Npy5r
Gm13304	Npy5r
Ccl21b	Npy5r
Gm10591	Npy5r
Ccl21a	Npy5r
Ccl21c	Npy5r
Gm21541	Ccr3
Gm13304	Ccr3
Ccl21b	Ccr3
Gm10591	Ccr3
Ccl21a	Ccr3
Ccl21c	Ccr3
Gm21541	Adcy3
Gm13304	Adcy3
Ccl21b	Adcy3
Gm10591	Adcy3
Ccl21a	Adcy3
Ccl21c	Adcy3
Gm21541	Mtnr1b
Gm13304	Mtnr1b
Ccl21b	Mtnr1b
Gm10591	Mtnr1b
Ccl21a	Mtnr1b
Ccl21c	Mtnr1b
Gm21541	Oprm1
Gm13304	Oprm1
Ccl21b	Oprm1
Gm10591	Oprm1
Ccl21a	Oprm1
Ccl21c	Oprm1
Gm21541	Fpr-rs4
Gm21541	Fpr-rs7
Gm21541	Fpr-rs6
Gm21541	Fpr-rs3
Gm13304	Fpr-rs4
Gm13304	Fpr-rs7
Gm13304	Fpr-rs6
Gm13304	Fpr-rs3
Ccl21b	Fpr-rs4
Ccl21b	Fpr-rs7
Ccl21b	Fpr-rs6
Ccl21b	Fpr-rs3
Gm10591	Fpr-rs4
Gm10591	Fpr-rs7
Gm10591	Fpr-rs6
Gm10591	Fpr-rs3
Ccl21a	Fpr-rs4
Ccl21a	Fpr-rs7
Ccl21a	Fpr-rs6
Ccl21a	Fpr-rs3
Ccl21c	Fpr-rs4
Ccl21c	Fpr-rs7
Ccl21c	Fpr-rs6
Ccl21c	Fpr-rs3
Gm21541	Agtr2
Gm13304	Agtr2
Ccl21b	Agtr2
Gm10591	Agtr2
Ccl21a	Agtr2
Ccl21c	Agtr2
Gm21541	Ccr1
Gm21541	Ccr1l1
Gm13304	Ccr1
Gm13304	Ccr1l1
Ccl21b	Ccr1
Ccl21b	Ccr1l1
Gm10591	Ccr1
Gm10591	Ccr1l1
Ccl21a	Ccr1
Ccl21a	Ccr1l1
Ccl21c	Ccr1
Ccl21c	Ccr1l1
Gm21541	Gabbr2
Gm13304	Gabbr2
Ccl21b	Gabbr2
Gm10591	Gabbr2
Ccl21a	Gabbr2
Ccl21c	Gabbr2
Gm21541	Adra2b
Gm13304	Adra2b
Ccl21b	Adra2b
Gm10591	Adra2b
Ccl21a	Adra2b
Ccl21c	Adra2b
Gm21541	Adcy9
Gm13304	Adcy9
Ccl21b	Adcy9
Gm10591	Adcy9
Ccl21a	Adcy9
Ccl21c	Adcy9
Gm21541	P2ry13
Gm13304	P2ry13
Ccl21b	P2ry13
Gm10591	P2ry13
Ccl21a	P2ry13
Ccl21c	P2ry13
Gm21541	Tas2r126
Gm13304	Tas2r126
Ccl21b	Tas2r126
Gm10591	Tas2r126
Ccl21a	Tas2r126
Ccl21c	Tas2r126
Gm21541	Bdkrb1
Gm13304	Bdkrb1
Ccl21b	Bdkrb1
Gm10591	Bdkrb1
Ccl21a	Bdkrb1
Ccl21c	Bdkrb1
Gm21541	Sstr5
Gm13304	Sstr5
Ccl21b	Sstr5
Gm10591	Sstr5
Ccl21a	Sstr5
Ccl21c	Sstr5
Gm21541	Tas2r119
Gm13304	Tas2r119
Ccl21b	Tas2r119
Gm10591	Tas2r119
Ccl21a	Tas2r119
Ccl21c	Tas2r119
Gm21541	Rxfp4
Gm13304	Rxfp4
Ccl21b	Rxfp4
Gm10591	Rxfp4
Ccl21a	Rxfp4
Ccl21c	Rxfp4
Gm21541	S1pr4
Gm13304	S1pr4
Ccl21b	S1pr4
Gm10591	S1pr4
Ccl21a	S1pr4
Ccl21c	S1pr4
Gm21541	Cnr1
Gm13304	Cnr1
Ccl21b	Cnr1
Gm10591	Cnr1
Ccl21a	Cnr1
Ccl21c	Cnr1
Gm21541	Grm2
Gm13304	Grm2
Ccl21b	Grm2
Gm10591	Grm2
Ccl21a	Grm2
Ccl21c	Grm2
Gm21541	Sstr3
Gm13304	Sstr3
Ccl21b	Sstr3
Gm10591	Sstr3
Ccl21a	Sstr3
Ccl21c	Sstr3
Gm21541	Ccr5
Gm13304	Ccr5
Ccl21b	Ccr5
Gm10591	Ccr5
Ccl21a	Ccr5
Ccl21c	Ccr5
Gm21541	Gpr55
Gm13304	Gpr55
Ccl21b	Gpr55
Gm10591	Gpr55
Ccl21a	Gpr55
Ccl21c	Gpr55
Gm21541	Tas2r120
Gm21541	Tas2r136
Gm13304	Tas2r120
Gm13304	Tas2r136
Ccl21b	Tas2r120
Ccl21b	Tas2r136
Gm10591	Tas2r120
Gm10591	Tas2r136
Ccl21a	Tas2r120
Ccl21a	Tas2r136
Ccl21c	Tas2r120
Ccl21c	Tas2r136
Gm21541	Casr
Gm13304	Casr
Ccl21b	Casr
Gm10591	Casr
Ccl21a	Casr
Ccl21c	Casr
Gm21541	Lpar1
Gm13304	Lpar1
Ccl21b	Lpar1
Gm10591	Lpar1
Ccl21a	Lpar1
Ccl21c	Lpar1
Gm21541	Fpr3
Gm21541	Fpr2
Gm13304	Fpr3
Gm13304	Fpr2
Ccl21b	Fpr3
Ccl21b	Fpr2
Gm10591	Fpr3
Gm10591	Fpr2
Ccl21a	Fpr3
Ccl21a	Fpr2
Ccl21c	Fpr3
Ccl21c	Fpr2
Gm21541	Grm4
Gm13304	Grm4
Ccl21b	Grm4
Gm10591	Grm4
Ccl21a	Grm4
Ccl21c	Grm4
Gm21541	Ackr3
Gm13304	Ackr3
Ccl21b	Ackr3
Gm10591	Ackr3
Ccl21a	Ackr3
Ccl21c	Ackr3
Gm21541	Drd3
Gm13304	Drd3
Ccl21b	Drd3
